index10,Humidity,Temperature(C),GHI,Hour,Month,Output_power,previous
2020-11-17 20:00:00,82,2,12,5,11,0.2351376084598698,0.22700311822125813
2020-11-18 00:00:00,82,2,13,5,11,0.24327209869848154,0.2351376084598698
2020-11-18 04:00:00,82,2,13,5,11,0.2514065889370932,0.24327209869848154
2020-11-18 08:00:00,83,2,14,5,11,0.259541079175705,0.2514065889370932
2020-11-18 12:00:00,83,2,14,5,11,0.2676755694143167,0.259541079175705
2020-11-18 16:00:00,83,1,15,5,11,0.27581005965292843,0.2676755694143167
2020-11-18 20:00:00,83,1,15,5,11,0.2839445498915401,0.27581005965292843
2020-11-19 00:00:00,83,1,15,6,11,0.2920790401301518,0.2839445498915401
2020-11-19 04:00:00,83,1,16,6,11,0.3002135303687635,0.2920790401301518
2020-11-19 08:00:00,83,1,16,6,11,0.30834802060737526,0.3002135303687635
2020-11-19 12:00:00,84,1,17,6,11,0.316482510845987,0.30834802060737526
2020-11-19 16:00:00,84,1,17,6,11,0.3246170010845987,0.316482510845987
2020-11-19 20:00:00,84,1,18,6,11,0.3327514913232104,0.3246170010845987
2020-11-20 00:00:00,84,1,18,6,11,0.3408859815618221,0.3327514913232104
2020-11-20 04:00:00,84,1,19,6,11,0.34902047180043383,0.3408859815618221
2020-11-20 08:00:00,84,1,19,7,11,0.3571549620390455,0.34902047180043383
2020-11-20 12:00:00,84,1,20,7,11,0.3652894522776573,0.3571549620390455
2020-11-20 16:00:00,85,1,20,7,11,0.3734239425162689,0.3652894522776573
